item_id,quantity,price,last_updated
A602,OUT OF STOCK,,2023.05.10
A602,,80.25,Pending
A602,OUT OF STOCK,,Pending
A602,66,,
A603,OUT OF STOCK,CALL,2023-01-01
A603,,TBD,
A603,,CALL,2023-01-01
A603,low,CALL,01/05/2023
A603,low,332.42,
A603,,CALL,01/05/2023
A603,,,
A603,,CALL,01/05/2023
A603,OUT OF STOCK,,2023.05.10
A604,,,01/05/2023
A604,14,323.38,01/05/2023
A604,low,,2023.05.10
A605,low,487.52,2023-01-01
A605,,CALL,Pending
A605,,242.57,
A605,,CALL,2023.05.10
A605,86,CALL,2023.05.10
A605,OUT OF STOCK,118.21,2023-01-01
A605,OUT OF STOCK,,2023-01-01
A605,low,,2023.05.10
A605,,CALL,2023.05.10
A606,,66.13,2023-01-01
A606,,,2023.05.10
A606,low,,01/05/2023
A606,8,407.44,2023.05.10
A606,OUT OF STOCK,CALL,
A607,,TBD,2023-01-01
A607,27,TBD,01/05/2023
A607,38,439.96,2023.05.10
A607,56,251.73,2023.05.10
A607,,,01/05/2023
A607,OUT OF STOCK,,Pending
A607,OUT OF STOCK,TBD,
A607,low,,
A607,,TBD,
A607,OUT OF STOCK,CALL,
A608,98,,01/05/2023
A608,28,421.17,
A608,low,CALL,Pending
A609,,448.05,
A609,,,Pending
A609,34,CALL,2023-01-01
A609,OUT OF STOCK,41.12,
A609,low,,2023-01-01
A609,low,TBD,2023-01-01
A610,,119.05,01/05/2023
A610,low,CALL,2023.05.10
A610,OUT OF STOCK,369.33,2023-01-01
A610,OUT OF STOCK,TBD,2023-01-01
A610,OUT OF STOCK,102.74,
A610,low,CALL,2023-01-01
A610,71,,2023.05.10
A610,OUT OF STOCK,TBD,2023.05.10
A610,OUT OF STOCK,,Pending
A611,,CALL,01/05/2023
A611,low,CALL,
A611,OUT OF STOCK,492.79,01/05/2023
A611,,,2023.05.10
A611,8,475.25,
A611,31,177.33,01/05/2023
A611,15,227.07,2023-01-01
A612,OUT OF STOCK,,01/05/2023
A612,,TBD,Pending
A612,25,53.71,Pending
A612,low,TBD,2023-01-01
A612,92,149.72,2023.05.10
A612,,TBD,
A612,OUT OF STOCK,TBD,2023.05.10
A612,low,TBD,2023-01-01
A612,,300.03,Pending
A613,low,TBD,2023.05.10
A613,OUT OF STOCK,CALL,Pending
A613,OUT OF STOCK,,Pending
A613,34,,2023-01-01
A613,,364.04,2023.05.10
A613,OUT OF STOCK,TBD,2023.05.10
A613,13,CALL,Pending
A613,43,TBD,2023-01-01
A613,low,CALL,Pending
A613,low,14.31,Pending
A614,3,289.3,2023.05.10
A614,43,157.61,
A614,57,CALL,2023.05.10
A614,low,CALL,2023-01-01
A614,,TBD,
A615,8,TBD,2023.05.10
A615,27,TBD,2023-01-01
A615,,TBD,Pending
A615,low,TBD,Pending
A616,low,,
A616,90,472.71,Pending
A616,,CALL,01/05/2023
A616,low,,Pending
A616,OUT OF STOCK,,2023.05.10
A616,OUT OF STOCK,349.08,
A616,OUT OF STOCK,145.96,01/05/2023
A616,low,CALL,Pending
A616,OUT OF STOCK,CALL,2023.05.10
A617,low,CALL,2023-01-01
A617,,CALL,Pending
A617,low,268.52,
A617,OUT OF STOCK,170.14,Pending
A617,low,CALL,2023-01-01
A617,98,,
A617,,,
A618,low,183.65,2023-01-01
A618,low,,2023.05.10
A618,low,413.62,2023.05.10
A618,OUT OF STOCK,TBD,01/05/2023
A619,88,142.58,2023.05.10
A619,15,336.29,2023-01-01
A619,OUT OF STOCK,426.42,2023.05.10
A619,OUT OF STOCK,TBD,Pending
A619,,10.84,01/05/2023
A619,OUT OF STOCK,,
A619,11,TBD,2023.05.10
A619,,10.84,01/05/2023
A619,OUT OF STOCK,389.09,01/05/2023
A620,99,483.7,2023-01-01
A620,OUT OF STOCK,TBD,Pending
A622,41,,01/05/2023
A622,OUT OF STOCK,CALL,Pending
A622,41,,01/05/2023
A622,OUT OF STOCK,104.56,
A622,low,TBD,
A622,5,TBD,2023.05.10
A622,66,,2023-01-01
A622,low,130.79,
A623,low,CALL,2023-01-01
A623,,498.79,2023.05.10
A623,26,408.35,2023-01-01
A623,low,456.79,2023.05.10
A623,,,2023.05.10
A623,86,,01/05/2023
A624,,TBD,2023.05.10
A624,low,,01/05/2023
A624,low,CALL,2023.05.10
A624,low,232.99,2023-01-01
A625,low,,01/05/2023
A625,low,,Pending
A625,low,86.11,01/05/2023
A625,OUT OF STOCK,477.73,
A625,27,298.52,2023.05.10
A626,low,443.74,2023.05.10
A626,OUT OF STOCK,,Pending
A626,,276.12,Pending
A626,OUT OF STOCK,CALL,
A626,OUT OF STOCK,,Pending
A626,low,CALL,2023.05.10
A627,OUT OF STOCK,CALL,
A627,low,457.54,2023-01-01
A627,50,459.62,Pending
A627,,426.91,2023.05.10
A628,low,TBD,2023.05.10
A628,OUT OF STOCK,482.67,2023.05.10
A628,low,TBD,2023-01-01
A629,,TBD,2023.05.10
A629,33,143.11,2023-01-01
A629,OUT OF STOCK,CALL,2023.05.10
A630,,342.71,2023-01-01
A630,16,,Pending
A630,OUT OF STOCK,,2023.05.10
A630,OUT OF STOCK,,Pending
A631,,99.27,
A631,,351.22,
A631,12,,Pending
A631,OUT OF STOCK,,
A633,low,TBD,01/05/2023
A633,low,,2023.05.10
A633,low,110.88,01/05/2023
A633,,148.03,
A633,OUT OF STOCK,CALL,Pending
A633,OUT OF STOCK,CALL,
A633,47,TBD,
A633,,245.8,Pending
A633,,257.71,01/05/2023
A633,OUT OF STOCK,,Pending
A634,low,TBD,2023-01-01
A634,1,,Pending
A634,43,CALL,2023.05.10
A634,54,149.03,2023-01-01
A634,,427.52,2023.05.10
A634,low,392.93,01/05/2023
A634,,,01/05/2023
A634,low,,
A635,3,137.67,Pending
A635,OUT OF STOCK,,01/05/2023
A635,55,328.62,
A636,,43.61,01/05/2023
A636,32,183.48,01/05/2023
A636,OUT OF STOCK,TBD,Pending
A636,18,139.77,2023.05.10
A636,low,TBD,01/05/2023
A636,23,,Pending
A637,OUT OF STOCK,CALL,
A637,,CALL,2023.05.10
A637,OUT OF STOCK,TBD,
A637,,TBD,2023-01-01
A637,OUT OF STOCK,CALL,Pending
A637,42,CALL,2023-01-01
A637,,TBD,2023.05.10
A637,,336.17,01/05/2023
A638,,CALL,2023.05.10
A638,low,CALL,01/05/2023
A638,,CALL,2023.05.10
A638,OUT OF STOCK,173.1,01/05/2023
A639,,TBD,01/05/2023
A639,low,18.62,
A639,36,,
A639,low,,2023-01-01
A639,94,,2023-01-01
A639,6,,2023-01-01
A640,5,266.42,
A640,low,,2023-01-01
A640,83,,2023.05.10
A640,81,146.89,2023-01-01
A640,low,,01/05/2023
A640,50,,Pending
A640,low,78.73,2023-01-01
A640,,,2023.05.10
A641,OUT OF STOCK,CALL,2023.05.10
A641,low,CALL,
A641,OUT OF STOCK,128.02,
A641,60,TBD,2023.05.10
A642,low,CALL,2023.05.10
A642,26,TBD,2023.05.10
A642,low,,01/05/2023
A642,,TBD,01/05/2023
A642,low,141.38,2023.05.10
A642,low,TBD,2023.05.10
A643,71,55.2,2023.05.10
A643,47,TBD,
A643,OUT OF STOCK,TBD,
A643,,181.08,2023.05.10
A643,low,CALL,Pending
A644,OUT OF STOCK,108.55,01/05/2023
A644,,180.44,Pending
A644,13,67.04,2023-01-01
A645,OUT OF STOCK,CALL,01/05/2023
A645,OUT OF STOCK,TBD,2023.05.10
A645,OUT OF STOCK,,01/05/2023
A645,low,,2023-01-01
A645,OUT OF STOCK,48.45,Pending
A645,low,404.53,
A646,,TBD,2023-01-01
A646,75,CALL,2023-01-01
A646,OUT OF STOCK,TBD,
A646,low,TBD,2023.05.10
A646,,CALL,2023-01-01
A646,OUT OF STOCK,,01/05/2023
A647,low,,
A647,,TBD,2023-01-01
A647,low,CALL,01/05/2023
A647,low,TBD,01/05/2023
A648,OUT OF STOCK,TBD,2023.05.10
A648,,,01/05/2023
A648,,TBD,01/05/2023
A648,,286.76,2023.05.10
A649,42,CALL,
A649,,CALL,
A649,,,2023.05.10
A649,low,398.44,Pending
A650,71,CALL,
A650,OUT OF STOCK,CALL,
A650,OUT OF STOCK,,
A651,,TBD,2023.05.10
A651,OUT OF STOCK,TBD,2023-01-01
A651,low,CALL,
A651,5,TBD,Pending
A651,,168.1,
A651,OUT OF STOCK,CALL,Pending
A651,OUT OF STOCK,179.79,
A651,92,TBD,2023-01-01
A651,58,,2023-01-01
A652,81,CALL,Pending
A652,low,CALL,2023.05.10
A652,62,CALL,Pending
A652,OUT OF STOCK,CALL,2023-01-01
A652,,CALL,01/05/2023
A652,,CALL,Pending
A653,97,TBD,01/05/2023
A653,73,TBD,
A653,low,,Pending
A653,low,CALL,01/05/2023
A653,low,,01/05/2023
A653,low,CALL,2023.05.10
A654,OUT OF STOCK,CALL,
A654,OUT OF STOCK,CALL,2023.05.10
A654,,150.21,
A654,,CALL,Pending
A654,,19.56,
A654,,CALL,2023-01-01
A654,OUT OF STOCK,CALL,2023-01-01
A655,67,258.15,
A655,26,CALL,2023.05.10
A655,low,TBD,2023-01-01
A655,OUT OF STOCK,61.28,01/05/2023
A655,48,,2023.05.10
A655,28,CALL,Pending
A655,100,,01/05/2023
A655,OUT OF STOCK,,2023.05.10
A655,low,CALL,Pending
A656,OUT OF STOCK,CALL,2023.05.10
A656,,TBD,2023.05.10
A656,,CALL,Pending
A656,,TBD,2023-01-01
A656,OUT OF STOCK,TBD,
A657,low,TBD,2023.05.10
A657,low,TBD,2023.05.10
A657,OUT OF STOCK,263.32,2023-01-01
A657,low,TBD,01/05/2023
A657,,,01/05/2023
A657,83,TBD,
A657,49,,01/05/2023
A657,OUT OF STOCK,,2023-01-01
A657,14,CALL,2023.05.10
A658,low,CALL,Pending
A658,low,,2023.05.10
A658,low,TBD,
A658,OUT OF STOCK,CALL,
A658,low,360.67,
A658,80,CALL,01/05/2023
A659,OUT OF STOCK,283.45,Pending
A659,OUT OF STOCK,TBD,2023-01-01
A659,low,TBD,01/05/2023
A659,53,,2023.05.10
A659,78,178.52,
A659,57,,Pending
A659,28,TBD,01/05/2023
A659,,282.5,2023-01-01
A660,low,TBD,Pending
A660,33,CALL,Pending
A660,,CALL,01/05/2023
A660,,TBD,01/05/2023
A660,4,TBD,Pending
A660,,TBD,Pending
A661,OUT OF STOCK,TBD,2023-01-01
A661,65,175.25,01/05/2023
A661,OUT OF STOCK,CALL,2023.05.10
A661,39,,2023-01-01
A661,,TBD,Pending
A661,OUT OF STOCK,CALL,
A661,,26.8,Pending
A662,low,,Pending
A662,81,,2023-01-01
A662,91,,2023.05.10
A662,OUT OF STOCK,CALL,2023-01-01
A663,,TBD,Pending
A663,OUT OF STOCK,TBD,Pending
A663,30,CALL,2023-01-01
A663,76,,Pending
A663,low,220.32,2023.05.10
A663,low,CALL,2023.05.10
A663,,TBD,2023.05.10
A663,OUT OF STOCK,CALL,2023.05.10
A664,OUT OF STOCK,CALL,2023.05.10
A664,OUT OF STOCK,TBD,01/05/2023
A664,,CALL,
A664,,TBD,2023.05.10
A664,65,80.0,
A664,,CALL,2023.05.10
A665,,CALL,2023-01-01
A665,OUT OF STOCK,CALL,
A665,60,TBD,2023.05.10
A665,OUT OF STOCK,374.06,2023.05.10
A665,72,TBD,2023-01-01
A665,low,,
A665,,387.9,Pending
A666,OUT OF STOCK,TBD,2023-01-01
A666,,484.99,
A666,low,TBD,01/05/2023
A666,OUT OF STOCK,,2023.05.10
A667,,484.88,Pending
A667,OUT OF STOCK,CALL,01/05/2023
A667,58,,2023-01-01
A667,low,CALL,01/05/2023
A667,90,,2023-01-01
A667,5,,01/05/2023
A667,OUT OF STOCK,TBD,Pending
A667,,,2023.05.10
A667,64,378.66,2023.05.10
A668,low,18.4,
A668,OUT OF STOCK,29.14,Pending
A668,28,342.18,01/05/2023
A668,OUT OF STOCK,TBD,Pending
A669,OUT OF STOCK,TBD,Pending
A669,28,282.32,Pending
A669,low,CALL,2023-01-01
A670,OUT OF STOCK,,
A670,,379.91,Pending
A670,low,,2023-01-01
A670,OUT OF STOCK,CALL,2023-01-01
A670,,CALL,
A670,,325.21,2023-01-01
A670,OUT OF STOCK,TBD,2023-01-01
A670,OUT OF STOCK,,2023.05.10
A670,,TBD,
A670,low,,2023-01-01
A671,low,TBD,01/05/2023
A671,,13.91,2023.05.10
A671,OUT OF STOCK,,Pending
A671,low,,
A671,,TBD,2023-01-01
A671,,256.7,2023-01-01
A671,OUT OF STOCK,53.51,2023-01-01
A672,OUT OF STOCK,382.13,Pending
A672,OUT OF STOCK,,2023.05.10
A672,low,76.32,2023.05.10
A672,24,,2023.05.10
A673,low,CALL,Pending
A673,low,,
A673,low,,Pending
A673,51,CALL,2023.05.10
A673,,TBD,2023.05.10
A674,OUT OF STOCK,,2023.05.10
A674,low,,
A674,low,TBD,01/05/2023
A674,,,2023.05.10
A675,20,443.23,2023-01-01
A675,low,TBD,Pending
A675,41,CALL,Pending
A675,low,TBD,2023-01-01
A675,low,240.1,
A675,13,CALL,01/05/2023
A675,low,TBD,Pending
A676,low,TBD,
A676,OUT OF STOCK,,
A676,,TBD,Pending
A676,low,,2023-01-01
A676,,,Pending
A677,78,,01/05/2023
A677,low,448.33,
A677,69,,01/05/2023
A677,OUT OF STOCK,7.99,2023-01-01
A677,low,,
A678,OUT OF STOCK,93.59,2023-01-01
A678,OUT OF STOCK,,01/05/2023
A678,low,,2023.05.10
A678,48,,
A678,,TBD,
A678,low,TBD,01/05/2023
A679,low,,01/05/2023
A679,low,TBD,
A679,low,TBD,Pending
A679,96,TBD,2023-01-01
A679,OUT OF STOCK,CALL,Pending
A680,low,343.69,2023.05.10
A680,,85.59,Pending
A680,71,TBD,2023-01-01
A680,OUT OF STOCK,CALL,2023.05.10
A680,40,CALL,2023.05.10
A680,23,,01/05/2023
A680,OUT OF STOCK,TBD,2023-01-01
A680,94,454.72,01/05/2023
A680,86,CALL,2023-01-01
A680,,,2023-01-01
A680,OUT OF STOCK,286.18,2023.05.10
A680,99,CALL,Pending
A681,low,CALL,Pending
A681,68,CALL,01/05/2023
A681,low,329.83,
A681,OUT OF STOCK,,2023-01-01
A681,17,CALL,2023-01-01
A681,low,TBD,Pending
A681,,,2023-01-01
A681,69,,
A682,low,,Pending
A682,low,,
A682,,,
A682,OUT OF STOCK,TBD,01/05/2023
A682,OUT OF STOCK,TBD,2023.05.10
A683,OUT OF STOCK,CALL,2023.05.10
A683,36,,2023-01-01
A683,57,TBD,2023-01-01
A683,OUT OF STOCK,347.45,2023-01-01
A684,OUT OF STOCK,234.72,01/05/2023
A684,low,313.79,
A684,low,CALL,2023-01-01
A684,OUT OF STOCK,,
A684,,,2023.05.10
A684,low,TBD,2023-01-01
A685,,TBD,2023.05.10
A685,,359.23,
A685,20,27.17,
A685,low,TBD,
A685,99,13.57,2023-01-01
A685,,TBD,Pending
A685,OUT OF STOCK,TBD,2023.05.10
A686,OUT OF STOCK,CALL,2023.05.10
A686,low,CALL,2023.05.10
A686,low,CALL,Pending
A687,OUT OF STOCK,TBD,2023.05.10
A687,6,CALL,2023-01-01
A687,6,CALL,2023-01-01
A687,52,,2023.05.10
A687,low,242.95,
A688,62,,01/05/2023
A688,45,CALL,
A688,low,TBD,2023.05.10
A688,low,TBD,
A689,OUT OF STOCK,TBD,Pending
A689,6,,Pending
A690,46,CALL,Pending
A690,,,2023-01-01
A690,OUT OF STOCK,CALL,Pending
A690,,,Pending
A690,,451.15,01/05/2023
A691,,CALL,Pending
A691,OUT OF STOCK,,01/05/2023
A691,,15.75,2023.05.10
A691,low,153.91,2023.05.10
A691,OUT OF STOCK,291.31,01/05/2023
A691,low,,
A691,22,,2023-01-01
A691,low,,
A692,OUT OF STOCK,236.09,2023-01-01
A692,,TBD,01/05/2023
A692,6,,Pending
A692,,322.1,Pending
A692,85,TBD,
A693,81,,2023-01-01
A693,OUT OF STOCK,CALL,2023.05.10
A693,63,475.07,01/05/2023
A693,low,TBD,
A693,,CALL,2023.05.10
A693,OUT OF STOCK,467.16,
A693,,CALL,2023-01-01
A694,low,CALL,2023.05.10
A694,74,341.48,Pending
A694,98,CALL,2023.05.10
A694,OUT OF STOCK,CALL,2023-01-01
A695,OUT OF STOCK,TBD,Pending
A695,,317.12,
A695,,CALL,Pending
A695,OUT OF STOCK,,2023.05.10
A695,,124.23,01/05/2023
A696,9,287.57,Pending
A696,97,CALL,2023-01-01
A696,,TBD,
A696,OUT OF STOCK,159.43,01/05/2023
A696,low,,Pending
A696,low,,2023-01-01
A696,low,,01/05/2023
A696,83,CALL,2023.05.10
A696,,TBD,Pending
A697,23,263.77,01/05/2023
A697,,328.54,2023-01-01
A697,OUT OF STOCK,99.14,2023.05.10
A697,low,150.62,2023.05.10
A697,low,32.35,2023.05.10
A697,5,CALL,
A698,51,,2023.05.10
A698,,225.81,2023.05.10
A698,low,TBD,2023.05.10
A698,,55.67,2023.05.10
A698,low,TBD,2023.05.10
A698,OUT OF STOCK,396.17,01/05/2023
A698,43,TBD,2023.05.10
A699,OUT OF STOCK,TBD,Pending
A699,63,,
A699,,489.41,2023.05.10
A699,OUT OF STOCK,TBD,Pending
A700,OUT OF STOCK,CALL,Pending
A700,OUT OF STOCK,CALL,2023.05.10
A700,low,237.06,Pending
A700,38,,01/05/2023
A700,26,CALL,Pending
A700,low,246.74,
A701,OUT OF STOCK,,Pending
A701,13,,Pending
A701,low,TBD,2023-01-01
A701,24,132.22,Pending
A702,OUT OF STOCK,457.7,2023-01-01
A702,,57.88,
A703,,472.27,2023-01-01
A703,low,CALL,2023-01-01
A703,low,57.72,01/05/2023
A703,,,
A703,low,334.75,Pending
A703,low,57.72,01/05/2023
A704,,,2023.05.10
A704,OUT OF STOCK,TBD,2023.05.10
A704,low,,01/05/2023
A704,5,TBD,2023.05.10
A704,OUT OF STOCK,CALL,Pending
A704,OUT OF STOCK,TBD,01/05/2023
A704,,,2023-01-01
A704,,,2023.05.10
A705,,TBD,
A705,,25.16,
A705,OUT OF STOCK,CALL,2023-01-01
A706,,CALL,01/05/2023
A706,OUT OF STOCK,CALL,2023.05.10
A706,,CALL,2023-01-01
A706,43,TBD,2023-01-01
A706,,68.03,2023.05.10
A706,low,,2023.05.10
A707,,TBD,2023.05.10
A707,65,TBD,2023.05.10
A707,29,89.27,2023.05.10
A707,,TBD,Pending
A707,low,274.18,01/05/2023
A707,,133.78,
A707,,294.37,2023.05.10
A707,low,CALL,Pending
A708,low,CALL,2023-01-01
A708,low,,
A708,low,TBD,Pending
A708,low,,01/05/2023
A708,,TBD,01/05/2023
A709,,CALL,01/05/2023
A709,low,TBD,2023-01-01
A709,,TBD,01/05/2023
A709,,CALL,01/05/2023
A709,,TBD,01/05/2023
A709,OUT OF STOCK,CALL,Pending
A709,OUT OF STOCK,361.64,
A709,OUT OF STOCK,67.03,2023-01-01
A709,15,336.03,01/05/2023
A710,62,TBD,Pending
A710,,29.17,01/05/2023
A710,OUT OF STOCK,444.37,01/05/2023
A710,,CALL,2023.05.10
A710,65,TBD,2023-01-01
A710,OUT OF STOCK,477.97,2023.05.10
A710,61,,01/05/2023
A710,,,2023.05.10
A711,OUT OF STOCK,,Pending
A711,10,458.42,2023-01-01
A711,low,TBD,01/05/2023
A711,low,372.02,2023.05.10
A711,,CALL,2023-01-01
A711,66,TBD,
A711,88,TBD,01/05/2023
A713,low,TBD,2023-01-01
A713,OUT OF STOCK,470.68,2023-01-01
A713,93,CALL,2023.05.10
A713,low,CALL,2023-01-01
A713,low,TBD,2023.05.10
A713,87,303.84,Pending
A714,82,TBD,
A714,OUT OF STOCK,CALL,01/05/2023
A715,,,01/05/2023
A715,,326.25,2023-01-01
A715,23,CALL,Pending
A715,low,CALL,2023-01-01
A715,,CALL,2023-01-01
A715,OUT OF STOCK,,2023.05.10
A715,low,298.31,Pending
A716,low,TBD,2023.05.10
A716,low,,2023.05.10
A717,OUT OF STOCK,CALL,2023.05.10
A717,77,CALL,01/05/2023
A717,low,TBD,
A717,OUT OF STOCK,CALL,2023-01-01
A718,OUT OF STOCK,,Pending
A718,,CALL,
A718,OUT OF STOCK,177.53,
A719,65,30.71,01/05/2023
A719,low,420.0,2023.05.10
A719,low,TBD,2023-01-01
A719,,CALL,01/05/2023
A719,OUT OF STOCK,72.24,01/05/2023
A719,,,
A719,63,CALL,01/05/2023
A719,,,2023-01-01
A719,OUT OF STOCK,CALL,Pending
A719,,CALL,2023.05.10
A720,low,CALL,2023-01-01
A720,,TBD,2023.05.10
A720,OUT OF STOCK,CALL,2023.05.10
A720,,CALL,Pending
A720,,CALL,2023.05.10
A720,OUT OF STOCK,TBD,2023.05.10
A720,OUT OF STOCK,TBD,
A720,50,TBD,2023.05.10
A720,1,TBD,2023-01-01
A720,73,CALL,Pending
A720,50,TBD,2023.05.10
A721,low,TBD,2023-01-01
A721,,322.01,Pending
A721,,CALL,01/05/2023
A721,low,,2023-01-01
A721,,TBD,2023-01-01
A721,77,CALL,Pending
A721,low,TBD,
A722,,,
A722,OUT OF STOCK,TBD,2023.05.10
A722,OUT OF STOCK,TBD,Pending
A722,,,2023-01-01
A723,OUT OF STOCK,CALL,01/05/2023
A723,6,72.47,2023-01-01
A723,low,70.29,2023.05.10
A724,35,TBD,2023-01-01
A724,,CALL,2023-01-01
A725,OUT OF STOCK,,2023-01-01
A725,low,CALL,01/05/2023
A725,low,411.31,01/05/2023
A725,low,311.37,01/05/2023
A725,OUT OF STOCK,TBD,01/05/2023
A725,,TBD,01/05/2023
A725,OUT OF STOCK,375.3,Pending
A725,OUT OF STOCK,TBD,01/05/2023
A725,26,5.91,
A726,,55.4,
A726,77,CALL,
A726,,TBD,01/05/2023
A726,,TBD,01/05/2023
A726,,CALL,
A726,OUT OF STOCK,268.01,2023.05.10
A727,5,373.68,01/05/2023
A727,OUT OF STOCK,99.93,01/05/2023
A728,low,54.39,2023-01-01
A728,OUT OF STOCK,TBD,01/05/2023
A728,OUT OF STOCK,CALL,2023.05.10
A729,63,CALL,
A729,low,,2023-01-01
A729,41,71.76,
A729,low,149.21,01/05/2023
A729,low,TBD,2023.05.10
A730,40,,2023.05.10
A730,,TBD,01/05/2023
A730,OUT OF STOCK,TBD,01/05/2023
A730,76,,01/05/2023
A730,low,TBD,2023-01-01
A730,14,,Pending
A731,44,366.81,Pending
A731,low,TBD,01/05/2023
A731,,CALL,
A731,low,CALL,Pending
A731,,TBD,2023.05.10
A732,7,138.51,2023.05.10
A732,low,,2023-01-01
A732,,CALL,2023.05.10
A732,55,TBD,01/05/2023
A732,OUT OF STOCK,,2023.05.10
A732,low,CALL,
A733,low,132.15,01/05/2023
A733,99,,2023.05.10
A733,low,,2023.05.10
A733,,CALL,Pending
A733,low,TBD,Pending
A733,14,,01/05/2023
A733,OUT OF STOCK,415.06,2023.05.10
A734,,CALL,2023-01-01
A734,OUT OF STOCK,91.18,Pending
A734,66,CALL,2023-01-01
A734,OUT OF STOCK,CALL,Pending
A734,low,113.87,2023-01-01
A734,13,93.97,
A734,OUT OF STOCK,CALL,
A734,,CALL,2023.05.10
A734,,CALL,Pending
A735,OUT OF STOCK,484.83,Pending
A735,37,TBD,
A735,low,CALL,2023-01-01
A736,29,CALL,2023.05.10
A736,80,,Pending
A736,9,485.35,2023-01-01
A736,,CALL,
A736,79,16.68,01/05/2023
A736,,TBD,Pending
A736,low,CALL,2023-01-01
A736,OUT OF STOCK,CALL,01/05/2023
A737,8,,2023.05.10
A737,low,,2023-01-01
A737,100,77.37,01/05/2023
A737,OUT OF STOCK,,Pending
A737,16,TBD,
A737,OUT OF STOCK,442.82,2023.05.10
A737,,299.39,2023-01-01
A738,,CALL,2023.05.10
A738,OUT OF STOCK,CALL,Pending
A739,73,CALL,01/05/2023
A739,,,2023.05.10
A739,,TBD,Pending
A739,8,,Pending
A739,55,TBD,Pending
A739,18,,2023.05.10
A739,,,Pending
A739,100,,
A739,OUT OF STOCK,CALL,2023-01-01
A740,low,,2023-01-01
A740,,TBD,01/05/2023
A740,low,TBD,Pending
A741,,TBD,01/05/2023
A741,31,TBD,2023.05.10
A741,low,248.7,Pending
A741,OUT OF STOCK,CALL,Pending
A741,49,,2023-01-01
A741,low,,2023-01-01
A741,low,,2023.05.10
A742,,CALL,2023-01-01
A742,31,CALL,2023-01-01
A742,OUT OF STOCK,94.04,Pending
A742,,CALL,2023-01-01
A742,OUT OF STOCK,409.7,01/05/2023
A742,,CALL,01/05/2023
A742,OUT OF STOCK,494.96,Pending
A742,OUT OF STOCK,,2023-01-01
A742,32,,Pending
A743,low,CALL,01/05/2023
A743,OUT OF STOCK,CALL,2023-01-01
A743,64,497.2,01/05/2023
A743,,TBD,01/05/2023
A743,low,TBD,01/05/2023
A743,low,TBD,2023.05.10
A744,47,,
A744,OUT OF STOCK,CALL,2023.05.10
A744,OUT OF STOCK,CALL,01/05/2023
A744,,TBD,Pending
A744,60,TBD,2023-01-01
A745,98,CALL,
A745,OUT OF STOCK,CALL,01/05/2023
A745,,TBD,2023-01-01
A745,,CALL,
A745,low,TBD,2023-01-01
A745,OUT OF STOCK,403.61,01/05/2023
A746,OUT OF STOCK,,2023.05.10
A746,77,,01/05/2023
A746,OUT OF STOCK,CALL,
A746,low,CALL,
A746,low,CALL,
A746,24,94.71,01/05/2023
A746,low,,01/05/2023
A747,,281.23,2023.05.10
A747,34,,Pending
A747,OUT OF STOCK,,2023-01-01
A747,39,TBD,01/05/2023
A748,low,CALL,
A748,OUT OF STOCK,,2023-01-01
A748,low,TBD,2023.05.10
A748,45,CALL,
A748,low,,01/05/2023
A748,68,CALL,2023-01-01
A748,low,13.62,2023-01-01
A749,,359.82,Pending
A749,low,CALL,01/05/2023
A749,OUT OF STOCK,79.96,Pending
A749,OUT OF STOCK,333.72,01/05/2023
A749,low,CALL,01/05/2023
A749,,207.52,2023.05.10
A750,OUT OF STOCK,TBD,2023-01-01
A750,OUT OF STOCK,CALL,2023.05.10
A750,9,TBD,2023-01-01
A750,,243.03,2023.05.10
A750,,TBD,2023.05.10
A750,82,,01/05/2023
A751,low,418.0,2023.05.10
A751,OUT OF STOCK,171.32,01/05/2023
A751,,CALL,01/05/2023
A751,low,TBD,Pending
A751,OUT OF STOCK,,2023-01-01
A751,OUT OF STOCK,,2023-01-01
A751,low,CALL,Pending
A751,,TBD,2023.05.10
A751,19,85.8,Pending
A751,OUT OF STOCK,,2023-01-01
A752,66,TBD,Pending
A752,29,CALL,2023.05.10
A753,,TBD,2023.05.10
A753,low,76.0,2023.05.10
A753,low,,
A753,low,TBD,
A753,low,TBD,
A753,OUT OF STOCK,TBD,01/05/2023
A753,,CALL,2023-01-01
A753,43,TBD,2023.05.10
A753,23,257.96,2023-01-01
A754,OUT OF STOCK,CALL,01/05/2023
A754,low,,2023.05.10
A754,45,TBD,
A755,low,219.69,
A755,low,316.04,2023.05.10
A756,56,,01/05/2023
A756,OUT OF STOCK,CALL,Pending
A756,,255.45,01/05/2023
A756,,,Pending
A756,39,CALL,01/05/2023
A756,91,TBD,2023.05.10
A757,low,,
A757,42,,2023.05.10
A757,low,215.19,2023-01-01
A758,94,TBD,2023-01-01
A758,70,TBD,2023.05.10
A758,41,222.0,
A759,low,154.42,2023-01-01
A759,9,TBD,Pending
A759,99,TBD,
A759,low,,Pending
A759,,TBD,
A759,,TBD,2023.05.10
A760,low,153.89,2023.05.10
A760,,62.34,2023-01-01
A761,,,2023-01-01
A761,OUT OF STOCK,TBD,
A762,OUT OF STOCK,TBD,Pending
A762,low,CALL,2023-01-01
A762,51,TBD,2023.05.10
A762,low,493.16,
A762,80,,Pending
A762,low,TBD,2023.05.10
A763,OUT OF STOCK,,2023.05.10
A763,,382.99,Pending
A763,low,TBD,01/05/2023
A763,low,,2023-01-01
